date,GE,LH,PBCT,CHTR,LYB,NLSN,KMI,ITT,HCA,HII,KSU,MPC,FBHS,XYL,APTV,PSX,FB,NOW,PNR,FANG,ABBV,NCLH,ZTS,PEP,MO,IQV,COP,PVH,CDW,NWSA,NWS,COTY,AMGN,SLB,TWTR,ALLE,HLT,CVX,GOOG,AAPL,AMAT,INFO,ANET,SYF,CFG,KEYS,MRO,VMC,KHC,TXN,PYPL,EIX,HPE,FTV,UA,FTI,LW,KR,HSY,GIS
1999-11-02,-0.002934843011947685,-0.02065574646607704,0.007784145176695345,,,,,0.003526864609711522,,,-0.007666275295255098,,,,,,,,0.02575415313661833,,,,,0.0038710057255559867,0.013096985435248952,,-0.0015014535348050195,-0.046154684244215316,,,,,0.00934025893480106,-0.04192063807066782,,,,-0.02941685491510604,,0.033901135604542436,0.03851981386880987,,,,,,-0.02354132155346944,-0.0014414991591256145,,0.0216082466286256,,0.0,,,,,,-0.017106159156550116,0.00958788170827396,-0.018985199010373766
1999-11-03,0.018449011582339025,0.0,0.0,,,,,-0.021689079986582427,,,0.00521993318485503,,,,,,,,0.0015943109479841233,,,,,0.016621703516900288,0.1249860693190683,,-0.006654722293319759,0.0,,,,,-0.030839941380147232,0.012526754978645416,,,,0.003491171184698993,,0.01558714262639316,0.03631834197369255,,,,,,-0.03038585512054437,0.0014435800785950192,,0.03094302399733606,,-0.015204170286707175,,,,,,-0.006115842660391779,-0.026220299468251218,0.004512954835055982
1999-11-04,0.003805093695087969,0.0,-0.007724020281476673,,,,,-0.014977362519189354,,,0.016893997092016774,,,,,,,,0.0101346708808574,,,,,-0.03649771889256925,-0.03482094209718156,,-0.013409344670617385,-0.01613409863217119,,,,,0.06682538223294432,-0.008246227582243026,,,,-0.009095032569101269,,0.0260039761431412,-0.017895597883244574,,,,,,-0.0010886681311845778,0.012032513814366874,,0.04703559359735743,,0.00877252930906991,,,,,,0.023664443242593647,-0.01951136749236504,-0.01559224087809874
1999-11-05,0.014178808877833847,0.021091405184174628,0.0,,,,,0.001827459356829264,,,0.02560087151903057,,,,,,,,0.0031742792685554018,,,,,0.02454832577424515,-0.0237606486708406,,-0.01095815876815931,0.016398676496197858,,,,,0.015751985712969763,-0.047894780785116886,,,,-0.03115974857013415,,0.056076577274841055,0.056608477390038166,,,,,,-0.012630636591868805,-0.0014276576523108984,,-0.026058385451074417,,0.0020878369639525385,,,,,,0.046258247822105414,0.0,-0.007445323406235382
1999-11-08,0.0018688370374104761,0.021003126419581568,-0.01795606494746893,,,,,-0.011537003695631598,,,-0.002389962158932501,,,,,,,,-0.006577088677688914,,,,,-0.003550192119449957,0.009830205540661163,,0.0443182818413872,-0.00799565949912906,,,,,0.003639235877483049,0.051351225878335516,,,,0.04538126202479242,,0.09126270595574493,-0.00826880590291923,,,,,,0.016083888516576602,0.004523527294699514,,-0.012735351507056292,,-0.010761609754898371,,,,,,0.003097156451287164,0.006171771356059175,0.008339644415593872
1999-11-09,-0.004627747200925625,0.04081499123243226,-0.0024800622446995435,,,,,-0.015354503694827269,,,-0.012577360750648749,,,,,,,,0.014833858509561315,,,,,-0.0279015893495983,-0.012077043206663252,,0.017183614985882167,0.016249748121707652,,,,,0.005150492313611643,0.03522294618675659,,,,-0.0014537186308951624,,-0.07004506019234658,0.0019573704188340373,,,,,,0.015829291949563506,-0.011849548533844456,,0.012899632865915668,,0.0,,,,,,-0.0030875936905693235,-0.019777573950928717,-0.011990236138804233
1999-11-10,0.00464926281389899,-0.019764386386210253,-0.020816067859406262,,,,,0.05863548960268705,,,0.0012131014961584974,,,,,,,,-0.011231798769209987,,,,,-0.0018300377570976687,-0.02956054378754347,,0.015650408609278355,0.007945387851062913,,,,,0.021775252942660472,0.011071352401715863,,,,0.025878400447949312,,0.02032182245525216,0.04539027759789317,,,,,,0.0332658595271742,-0.01055464264567929,,0.042165308567825965,,-0.024211435352299197,,,,,,-0.0053078079763000385,-0.00625767588747872,0.0014570135746605484
1999-11-11,0.0,0.0,-0.05063228119087915,,,,,-0.012959840588596006,,,-0.00249057619816917,,,,,,,,0.004761418902833103,,,,,0.0018333929353930856,0.02519411413368089,,0.007597544310510074,-0.007882756294964044,,,,,0.031338158081453134,-0.0188861440672009,,,,-0.011575758678407657,,0.008859907148172974,0.06581317915494411,,,,,,0.0,-0.007513792094885673,,0.041282220374458715,,0.017980389660002594,,,,,,0.019562053677192104,-0.010148566645741708,-0.004608669721039904
1999-11-12,0.010299252602059772,-0.04000513050727883,0.03361476742356717,,,,,0.0035794982490742204,,,0.040691004791146616,,,,,,,,0.0,,,,,0.01160364599830066,-0.0047666966792012655,,0.008967339048409517,0.0,,,,,0.015911192321240053,0.04352084547687074,,,,0.00972339182093851,,-0.017669582323391886,0.0046061298822071,,,,,,0.010626894359429206,0.012211315028216596,,-0.0059173715745880475,,0.006711115558780234,,,,,,0.051430152143845165,0.003897579537046836,-0.004384889833047412
1999-11-15,0.000887900488760085,0.0626753600726826,-0.005225773718924409,,,,,-0.0017872340425533204,,,0.007197510050577005,,,,,,,,0.0049870809780094855,,,,,-0.0172058187673636,0.009951572561332613,,0.005045692102438659,0.0,,,,,-0.023818037023192296,0.007751441090421363,,,,0.0,,-0.01301673580317564,-0.03394161463732115,,,,,,0.0027065084212642976,0.008928362274657653,,-0.0215279528224277,,-0.010878681883981443,,,,,,-0.020721299053913178,-0.00265848939894453,-0.009291680344311826
